query_keyword,title,full_text,url,post_key,date_text,parsed_date,has_kor,has_eng,has_any
렉스트림,"피지컬100, 아시아피지컬100 하이록스운동을 할 수 있는 위무브트레이닝!","나눔카페 [구]광명맘&대디 -광명시,광명동,철산동,소하동,하안동 대표 2026.01.14. 9 피지컬100, 아시아피지컬100 하이록스운동을 할 수 있는 위무브트레이닝! 이번 1월24일에 렉스트림 대회가 있습니다 https://www.rextreme.kr/ko 여기 대회 종목인 슬램볼을 진행하였습니다. 우리 센터는 초등학생부터 70대 까지 다양한 연령대가 운동하고 있습니다. 운동은 개별성의 원리가 있어, 개인의 능력치에 맞게 운동강도, 무게를 처방하여, 운동을 수행 할 수 있게 합니다! 위무브트레이닝센터는 새벽0610분 부터 수업이 진행 됩니다. 새벽06시10분 / 07시10분 타임 이른 아침 수업있습니다!...",https://cafe.naver.com/ilovegm1/2608259?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6Imlsb3ZlZ20xIiwiYXJ0aWNsZUlkIjoyNjA4MjU5LCJpc3N1ZWRBdCI6MTc3NTQ1OTQxNzM2NX0.c-Nb4uM_XwPOdGalpt_jcUIAUegg6Z0mhdm5pMF2I2M&q=%eb%a0%89%ec%8a%a4%ed%8a%b8%eb%a6%bc&tc=naver_search,ilovegm1/2608259,2026.01.14.,2026-01-14,True,True,True
렉스트림,[사진] 렉스트림 사진!(2),어라운드 크로스핏 동탄점 2026.01.11. 97 [사진] 렉스트림 사진!(2),https://cafe.naver.com/impcrossfit/55233?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6ImltcGNyb3NzZml0IiwiYXJ0aWNsZUlkIjo1NTIzMywiaXNzdWVkQXQiOjE3NzU0NTk0MTczNjV9.J_yWR9yM4PKTamiwu-NjHoTA0AOIWsdbRbrhUDveSIU&q=%eb%a0%89%ec%8a%a4%ed%8a%b8%eb%a6%bc&tc=naver_search,impcrossfit/55233,2026.01.11.,2026-01-11,True,False,True
렉스트림,[사진] 렉스트림 사진!(1),어라운드 크로스핏 동탄점 2026.01.11. 100 [사진] 렉스트림 사진!(1),https://cafe.naver.com/impcrossfit/55232?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6ImltcGNyb3NzZml0IiwiYXJ0aWNsZUlkIjo1NTIzMiwiaXNzdWVkQXQiOjE3NzU0NTk0MTczNjV9.Uqp13ubPITFO920cSA7A1KcJC_6HOFU4NEKv43DycHo&q=%eb%a0%89%ec%8a%a4%ed%8a%b8%eb%a6%bc&tc=naver_search,impcrossfit/55232,2026.01.11.,2026-01-11,True,False,True
렉스트림,렉스트림 사진,하이엔드크로스핏 2026.01.09. 50 렉스트림 사진,https://cafe.naver.com/highendcrossfit/606?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6ImhpZ2hlbmRjcm9zc2ZpdCIsImFydGljbGVJZCI6NjA2LCJpc3N1ZWRBdCI6MTc3NTQ1OTQxNzM2NX0.xA4yiKDAL5tTy4vK8ee7xtC_TPIrHWnB46wxB4Nz0c4&q=%eb%a0%89%ec%8a%a4%ed%8a%b8%eb%a6%bc&tc=naver_search,highendcrossfit/606,2026.01.09.,2026-01-09,True,False,True
렉스트림,렉스트림 대체 참가자 (3인 팀전),"크로스핏제우스 2026.01.07. 렉스트림 대체 참가자 (3인 팀전) 제가 부상으로 대회 참가가 어려워져서 렉스트림 대회의 대체 참가자를 구합니다. 대회 일정은 1월24일 일산 킨텍스에서 진행되고, 3인 남성 팀전은 15:30 부터 진행됩니다. 참가비는 제가 부담한거로 따로 없으셔도 되니 참가를 원하시는 분은 010 **** **** 이쪽으로 연락 부탁드립니다!",https://cafe.naver.com/crossfitzeus/2181?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6ImNyb3NzZml0emV1cyIsImFydGljbGVJZCI6MjE4MSwiaXNzdWVkQXQiOjE3NzU0NTk0MTczNjV9.7airVw9ZLuYHmbDcQ-HQGqPJgT16WATyYhsX2m74jvw&q=%eb%a0%89%ec%8a%a4%ed%8a%b8%eb%a6%bc&tc=naver_search,crossfitzeus/2181,2026.01.07.,2026-01-07,True,False,True
렉스트림,로케트 배터리 익스트림 레이스 제이엘브 패딩 증정!!,"잠백이 헬스 & 영양제 커뮤니티 2026.01.07. 4 로케트 배터리 익스트림 레이스 제이엘브 패딩 증정!! 안녕하세요 1월에 몸 좀 제대로 쓰고 싶으신 분들 주목하세요. 보통 이런 레이스 나가면 티셔츠 한 장 받고 마는데, 이번엔 스케일이 좀 다르네요. 바로 로케트 배터리 익스트림 레이스가 1월 24일에 킨텍스에서 열립니다. 로켓보이 굿즈와 개인전 연령별 1등 제이엘브 에센션 패딩 증정(8명) 로케트배터리 익스트림 레이스 2026년 01월 24일 (토) 일산 KINTEX 전시홀 참가 신청서 https...",https://cafe.naver.com/formsunmyeong/1112696?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6ImZvcm1zdW5teWVvbmciLCJhcnRpY2xlSWQiOjExMTI2OTYsImlzc3VlZEF0IjoxNzc1NDU5NDE3MzY1fQ.cZQYGVniXtbrtLQOHrkL4nuUgT3NtDhDjIeae64QQqA&q=%eb%a0%89%ec%8a%a4%ed%8a%b8%eb%a6%bc&tc=naver_search,formsunmyeong/1112696,2026.01.07.,2026-01-07,False,False,False
렉스트림,1/10 드랍인 신청합니다,"어라운드 크로스핏 동탄점 2026.01.07. 1/10 드랍인 신청합니다 ✔️이름 : 장안점 황인/강지수/강문정 ✔️전화번호 : 010-****-**** ✔️운동경험 : 현재 어크장에서 운동하고 있습니다 ✔️체험 클래스 시간 : 토요일 9:30 렉스트림 체험이 11시에 있어서 토요일 9:30 수업도 하면 좋을 것 같아 드랍인 신청합니다 운동복, 실내 운동화, 텀블러, 그리고 클래스 시작 5분전까지 꼭 와주세요! 크로스핏 경험이 있으시면 무료체험은 불가능하세요..",https://cafe.naver.com/impcrossfit/55171?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6ImltcGNyb3NzZml0IiwiYXJ0aWNsZUlkIjo1NTE3MSwiaXNzdWVkQXQiOjE3NzU0NTk0MTczNjV9.DSzdK98__5EqPPcyqzmRs3dhOZZmEwUoCnCunLZ7i_A&q=%eb%a0%89%ec%8a%a4%ed%8a%b8%eb%a6%bc&tc=naver_search,impcrossfit/55171,2026.01.07.,2026-01-07,True,False,True
렉스트림,[이벤트]✔️Rextreme ( 렉스트림 ) 하이브리드 피트니스 레이스에 참여하세요! 평택점 전용 할인 링크!!,어라운드크로스핏 평택점 2026.01.06. [이벤트]✔️Rextreme ( 렉스트림 ) 하이브리드 피트니스 레이스에 참여하세요! 평택점 전용 할인 링크!! https://www.rextreme.kr/ko/registration?org=around-crossfit-pyeongtaek 평택점 전용 할인 링크입니다!!! 관심있으신 분들은 얼리버드 가격만큼 할인된 가격으로 렉스트림 레이스를 즐겨보세요!!!,https://cafe.naver.com/around6/12020?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6ImFyb3VuZDYiLCJhcnRpY2xlSWQiOjEyMDIwLCJpc3N1ZWRBdCI6MTc3NTQ1OTQxNzM2NX0.F4Oo_RuiDO_54kqcAwOb13MWS6l3fg4vFEdPxARd2s4&q=%eb%a0%89%ec%8a%a4%ed%8a%b8%eb%a6%bc&tc=naver_search,around6/12020,2026.01.06.,2026-01-06,True,True,True
렉스트림,1월 휴관일정(수정),크로스핏제우스 2025.12.28. 1월 휴관일정(수정) 1월 휴관일정 1월 1일(목) 새해 휴관 1월 3일(토) 첫째주 정기휴관일 1월 24일(토) 렉스트림 대회참가로 인한 휴관 대회 불참으로 인하여 24일 정상수업 합니다. 참고하시어 이용에 착오없으시길 바랍니다. 감사합니다.,https://cafe.naver.com/crossfitzeus/2164?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6ImNyb3NzZml0emV1cyIsImFydGljbGVJZCI6MjE2NCwiaXNzdWVkQXQiOjE3NzU0NTk0MTczNjV9.IbgZpX3NSwyf5xdO9oTbgHBOCHBjrrEwuaWX9Bi-xY8&q=%eb%a0%89%ec%8a%a4%ed%8a%b8%eb%a6%bc&tc=naver_search,crossfitzeus/2164,2025.12.28.,2025-12-28,True,False,True
렉스트림,✔️Rextreme ( 렉스트림 ) 세션 IN 하이엔드! 모의레이스에 참여하세요!,하이엔드 양양 2025.12.26. 2 ✔️Rextreme ( 렉스트림 ) 세션 IN 하이엔드! 모의레이스에 참여하세요! be/9dxxc2sm7BU 하이엔드크로스핏에서 하이브리드 피트니스 렉스트림 행사가 개최 됩니다. Rextreme( 렉스트림 ) 하이브리드 피트니스 레이스 – 사전 체험 레이스 안내 날짜: 1월 3일 (토) ⏰ 시간: 오전 11:00 장소 : 하이엔드크로스핏 속초 *당일 크로스핏 수업은 렉스트림 모의 대회로 진행합니다! 인원: 실력별 2인 팀으로 구성 인원종합하여 2인으로 사전 팀구성 예정 비용: 하이엔드 멤버 무료 (외부...,https://cafe.naver.com/highendangyang/115?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6ImhpZ2hlbmRhbmd5YW5nIiwiYXJ0aWNsZUlkIjoxMTUsImlzc3VlZEF0IjoxNzc1NDU5NDE3MzY1fQ.5lnBEExZObWMmf8Wd8W-wgIlUNv3CqnFq3kMFDWI2WM&q=%eb%a0%89%ec%8a%a4%ed%8a%b8%eb%a6%bc&tc=naver_search,highendangyang/115,2025.12.26.,2025-12-26,True,True,True
렉스트림,[토요일 와드]20251227 12시 수업있습니다!,포스크로스핏 2025.12.26. 2 [토요일 와드]20251227 12시 수업있습니다! 미니 렉스트림 REXTREME Team of 3 3min on 15sec off × 2rounds A.Rowing B.D.B snatch (왕복 1rep) C.Sandbag shuttle run (남자 20kg 여자 10kg) D.Ball over & half burpee (남자 20kg 여자 8kg) E.Ski F.Burpee box jump (박점 발만 걸치면 가능),https://cafe.naver.com/posss/7108?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6InBvc3NzIiwiYXJ0aWNsZUlkIjo3MTA4LCJpc3N1ZWRBdCI6MTc3NTQ1OTQxNzM2NX0.s6IvFylVg7NI7EHqHl4fGYt-b0bvbBBOrk6kf3RLQUA&q=%eb%a0%89%ec%8a%a4%ed%8a%b8%eb%a6%bc&tc=naver_search,posss/7108,2025.12.26.,2025-12-26,True,True,True
렉스트림,✔️Rextreme ( 렉스트림 ) 1월 3일 토요일 운동은 렉스트림 과 함께합니다!,하이엔드크로스핏 2025.12.22. 3 ✔️Rextreme ( 렉스트림 ) 1월 3일 토요일 운동은 렉스트림 과 함께합니다! https://youtu.be/9dxxc2sm7BU 하이엔드크로스핏에서 하이브리드 피트니스 렉스트림 행사가 개최 됩니다. Rextreme( 렉스트림 ) 하이브리드 피트니스 레이스 – 사전 체험 레이스 안내 날짜: 1월 3일 (토) ⏰ 시간: 오전 11:00 장소 : 하이엔드크로스핏 속초 *당일 크로스핏 수업은 렉스트림 모의 대회로 진행합니다! 인원: 실력별 2인 팀으로 구성 비용: 하이엔드 멤버 무료 (외부 드랍인 2만원 - 네이버예약)...,https://cafe.naver.com/highendcrossfit/575?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6ImhpZ2hlbmRjcm9zc2ZpdCIsImFydGljbGVJZCI6NTc1LCJpc3N1ZWRBdCI6MTc3NTQ1OTQxNzM2NX0.LZ67o2Q55esmF9xsMYMzH64WgXeZJTvrFy9eAeQHm3U&q=%eb%a0%89%ec%8a%a4%ed%8a%b8%eb%a6%bc&tc=naver_search,highendcrossfit/575,2025.12.22.,2025-12-22,True,True,True
REXTREME,<필독> 월요일 오후 6시 30분 수업 변경 공지,"윈썸크로스핏 2026.02.09. 3 <필독> 월요일 오후 6시 30분 수업 변경 공지 이건 1월에 처음 열렸던 렉스트림이라는 대회구요 REXTREME 은 특히 2030 세대의 젊은 에너지와 도전 정신을 겨냥한 대회다. 크로스 트레이닝과 엔듀어런스 요소가 결합된 하이브리드 피트니스 레이스 형식으로, 참가자들은 6가지 종목(로잉머신, 덤벨 스내치, 샌드백 셔틀런 등)을 연속으로 수행하게 된다. -서울경제신문 김동호기자 기사- 이건 4월에 전주에서 열리는 하이브리드 파워게임즈 라는 대회예요 나가실...",https://cafe.naver.com/winsomecf/1288?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6IndpbnNvbWVjZiIsImFydGljbGVJZCI6MTI4OCwiaXNzdWVkQXQiOjE3NzU0NTkzNDQ0NTJ9.AY3h3fFDUSz4Th0aiZ1c-LXkTUJ7DRKcgJD_PGtZYvk&q=REXTREME&tc=naver_search,winsomecf/1288,2026.02.09.,2026-02-09,True,True,True
